Date,Open,High,Low,Close,Volume
2012-03-21,17.2188,17.318,17.2016,17.2706,123200.0
2012-03-22,17.2059,17.2188,17.2059,17.2059,1200.0
2012-03-23,17.0721,17.1886,17.0721,17.1886,8400.0
2012-03-26,17.318,17.4561,17.318,17.4475,2000.0
2012-03-27,17.482,17.482,17.4216,17.4216,4000.0
2012-03-28,17.2792,17.2792,17.1714,17.2447,3000.0
2012-03-29,17.1972,17.2533,17.0937,17.2533,6000.0
2012-03-30,17.3439,17.3439,17.2145,17.2878,800.0
2012-04-02,17.2102,17.4043,17.2102,17.3655,54200.0
2012-04-03,17.3698,17.3871,17.1972,17.2102,70400.0
2012-04-04,17.1541,17.1541,16.9686,17.0247,39600.0
2012-04-05,16.9815,17.0635,16.9513,17.0635,32800.0
2012-04-09,16.8823,16.9082,16.8435,16.8737,65800.0
2012-04-10,16.8694,16.8694,16.5415,16.5587,39000.0
2012-04-11,16.7183,16.7831,16.6709,16.7054,41200.0
2012-04-12,16.8089,16.9341,16.8089,16.9341,2600.0
2012-04-13,16.8133,16.8133,16.7572,16.7572,800.0
2012-04-16,16.6364,16.645,16.5846,16.6407,37600.0
2012-04-17,16.7615,16.9427,16.7615,16.9082,37800.0
2012-04-18,16.878,16.9254,16.8219,16.9254,152200.0
2012-04-19,16.8996,16.9772,16.7011,16.7399,36200.0
2012-04-20,16.7615,16.8003,16.6968,16.6968,82000.0
2012-04-23,16.5242,16.5242,16.3732,16.4336,38200.0
2012-04-24,16.5069,16.5069,16.4854,16.4854,600.0
2012-04-25,16.5501,16.5889,16.5501,16.5889,1800.0
2012-04-26,16.7054,16.865,16.7054,16.865,63400.0
2012-04-27,16.8952,16.8952,16.8952,16.8952,400.0
2012-04-30,16.9729,16.9858,16.9729,16.9858,6400.0
2012-05-01,16.9384,17.1368,16.9384,17.0549,6400.0
2012-05-02,16.9729,17.0721,16.9039,17.0721,66200.0
2012-05-03,16.9729,16.9729,16.7874,16.7874,3800.0
2012-05-04,16.6493,16.6493,16.3473,16.3991,69600.0
2012-05-07,16.4163,16.4422,16.3775,16.3948,60000.0
2012-05-08,16.2653,16.2955,16.0022,16.2955,68600.0
2012-05-09,16.11,16.2394,15.9763,16.1877,61200.0
2012-05-10,16.3214,16.3214,16.1273,16.1445,58800.0
2012-05-11,16.3085,16.3085,16.2438,16.2481,30000.0
2012-05-14,16.0712,16.192,16.0712,16.1186,47800.0
2012-05-15,16.0927,16.2179,16.0927,16.1143,48000.0
2012-05-16,16.123,16.1273,15.9116,15.9116,27400.0
2012-05-17,15.7562,15.9245,15.4197,15.6182,88600.0
2012-05-18,15.575,15.575,15.342,15.3679,79600.0
2012-05-21,15.424,15.739,15.4154,15.739,81200.0
2012-05-22,15.821,15.821,15.7304,15.7304,5000.0
2012-05-23,15.6139,15.808,15.5017,15.7907,64000.0
2012-05-24,15.808,15.808,15.5793,15.5793,47400.0
2012-05-25,15.7303,15.7735,15.7045,15.7217,10000.0
2012-05-29,15.7692,15.877,15.7562,15.877,26800.0
2012-05-30,15.6311,15.6699,15.5923,15.6354,25000.0
2012-05-31,15.6354,15.6354,15.6354,15.6354,0.0
2012-06-01,15.2773,15.286,15.0961,15.0961,2400.0
2012-06-04,15.1436,15.1695,15.0875,15.1695,5200.0
2012-06-05,15.1479,15.2903,15.1306,15.1781,20400.0
2012-06-06,15.4456,15.7174,15.4456,15.6958,41200.0
2012-06-07,15.7347,15.7907,15.5966,15.6182,50200.0
2012-06-08,15.5923,15.7562,15.5362,15.7562,42600.0
2012-06-11,15.7994,15.7994,15.5362,15.5362,40800.0
2012-06-12,15.5362,15.5362,15.5362,15.5362,0.0
2012-06-13,15.5362,15.5362,15.5362,15.5362,0.0
2012-06-14,15.6484,15.6743,15.5319,15.6613,40000.0
2012-06-15,15.6613,15.6613,15.6613,15.6613,0.0
2012-06-18,15.6613,15.6613,15.6613,15.6613,0.0
2012-06-19,16.0841,16.2308,16.0841,16.1877,50200.0
2012-06-20,16.2452,16.2452,16.2452,16.2452,400.0
2012-06-21,15.9209,15.9338,15.6658,15.6658,40000.0
2012-06-22,15.6658,15.6658,15.6658,15.6658,0.0
2012-06-25,15.536,15.5793,15.5188,15.549,40200.0
2012-06-26,15.6744,15.722,15.5447,15.7047,40000.0
2012-06-27,15.7955,15.7998,15.7868,15.7998,10000.0
2012-06-28,15.6398,15.6398,15.4193,15.5663,32600.0
2012-06-29,15.7912,16.0895,15.7912,16.0895,22000.0
2012-07-02,16.0247,16.0247,16.0247,16.0247,200.0
2012-07-03,16.1846,16.2409,16.1846,16.2365,20000.0
2012-07-05,16.2106,16.2841,16.2106,16.2668,4800.0
2012-07-06,16.1155,16.1155,15.9339,15.9339,6200.0
2012-07-09,15.9425,15.9425,15.8041,15.8344,40600.0
2012-07-10,15.9511,15.9511,15.6528,15.6528,22200.0
2012-07-11,15.6528,15.6528,15.5706,15.5966,20800.0
2012-07-12,15.4755,15.4755,15.4755,15.4755,600.0
2012-07-13,15.5706,15.6139,15.5706,15.6139,1200.0
2012-07-16,15.5879,15.6009,15.4669,15.4712,41800.0
2012-07-17,15.5404,15.5404,15.5404,15.5404,600.0
2012-07-18,15.5404,15.5404,15.5404,15.5404,0.0
2012-07-19,15.9684,16.0247,15.9684,16.0247,5400.0
2012-07-20,16.0247,16.0247,16.0247,16.0247,0.0
2012-07-23,15.3501,15.5577,15.2982,15.5058,50600.0
2012-07-24,15.3588,15.3588,15.3199,15.3501,1200.0
2012-07-25,15.428,15.5144,15.3458,15.4063,42600.0
2012-07-26,15.6831,15.6831,15.6831,15.6831,400.0
2012-07-27,15.8387,16.1328,15.8387,16.1328,3400.0
2012-07-30,15.9728,15.9728,15.9728,15.9728,200.0
2012-07-31,15.9295,15.9295,15.9209,15.9209,1200.0
2012-08-01,15.8906,15.8906,15.8906,15.8906,400.0
